,ent,type
2064,Datasheet sketches,LANG_FRAM
2065,Bachelor’s Degree,REQUIREMENT
2066,Master’s Degree,REQUIREMENT
2067,0-3,H_SKILL
2068,writing and speaking (B2 Level,S_SKILL
2069,communication,S_SKILL
2070,dedicated,S_SKILL
2071,Perkbox,LANG_FRAM
2072,cutting,S_SKILL
2073,testing,H_SKILL
2074,Computing,H_SKILL
2075,cutting,S_SKILL
2076,testing,H_SKILL
2077,Computing,H_SKILL
2078,cutting,S_SKILL
2079,testing,H_SKILL
2080,Computing,H_SKILL
2081,willingness to develop,S_SKILL
2082,Good communication skills,S_SKILL
2083,attention to detail,S_SKILL
2084,analytical review skills,S_SKILL
2085,I.T.,H_SKILL
2086,Microsoft Office,LANG_FRAM
2087,"knowledge of theories, practices, and procedures",H_SKILL
2088,design engineering,H_SKILL
2089,Piping Specifications,H_SKILL
2090,Material Requisitions,LANG_FRAM
2091,Bachelor's Degree,REQUIREMENT
2092,Master's Degree,REQUIREMENT
2093,Eager to learn,S_SKILL
2094,TQM,H_SKILL
2095,flexibility,S_SKILL
2096,managing/learning,H_SKILL
2097,degree,REQUIREMENT
2098,dedicated,S_SKILL
2099,Perkbox,LANG_FRAM
2100,Provide support to QHSES team,H_SKILL
2101,degree,REQUIREMENT
2102,MS Office,LANG_FRAM
2103,analytical skills,S_SKILL
2104,communicate effectively,S_SKILL
2105,Enthusiastic and willing the learn,S_SKILL
2106,part-time,S_SKILL
2107,Bachelors,REQUIREMENT
2108,Masters degree,REQUIREMENT
2109,GCSE at Grade C/4,REQUIREMENT
2110,Scottish National Equivalent (SNE) grade 5,REQUIREMENT
2111,curiosity,S_SKILL
2112,present,S_SKILL
2113,building relationships,S_SKILL
2114,Bachelor’s degree,REQUIREMENT
2115,multitask,S_SKILL
2116,thinking,S_SKILL
2117,problem,S_SKILL
2118,communication skills,S_SKILL
2119,VBA,LANG_FRAM
2120,deploying,S_SKILL
2121,PSA,H_SKILL
2122,CRM,LANG_FRAM
2123,Microsoft,LANG_FRAM
2124,positive,S_SKILL
2125,proactive mindset,S_SKILL
2126,adaptable,S_SKILL
2127,bachelor's degree,REQUIREMENT
2128,2:1,REQUIREMENT
2129,technical proficiency,H_SKILL
2130,problem solve,S_SKILL
2131,Microsoft Office,LANG_FRAM
2132,F1 Team,H_SKILL
2133,winning engineering consultancy with a creative team,H_SKILL
2134,collaborate,S_SKILL
2135,Continuous CPD,S_SKILL
2136,"designing and creating Electrical Circuits, Wiring and",H_SKILL
2137,2.1,REQUIREMENT
2138,CIBSE accredited degree,REQUIREMENT
2139,communication,S_SKILL
2140,analytical,S_SKILL
2141,organisational,S_SKILL
2142,work in a team environment,S_SKILL
2143,power lasers,H_SKILL
2144,Scaling laser power,H_SKILL
2145,power levels,H_SKILL
2146,power levels,H_SKILL
2147,power scaling,LANG_FRAM
2148,power fibre lasers,H_SKILL
2149,PhD,REQUIREMENT
2150,,
2151,investigate power scaling approaches for fibre lasers,H_SKILL
2152,communications,S_SKILL
2153,power pulsed,LANG_FRAM
2154,power lasers,H_SKILL
2155,PhD,REQUIREMENT
2156,degree,REQUIREMENT
2157,,
2158,2:1,REQUIREMENT
2159,writing and speaking),S_SKILL
2160,collaborate,S_SKILL
2161,systems analysis,H_SKILL
2162,designing and deploying an app for patients,H_SKILL
2163,2:1,REQUIREMENT
2164,2:1,REQUIREMENT
2165,writing and speaking) International equivalents,S_SKILL
2166,2:1,REQUIREMENT
2167,writing and speaking) International equivalents,S_SKILL
2168,business relationships,S_SKILL
2169,enthusiastic,S_SKILL
2170,excellent communication,S_SKILL
2171,ability to lead presentations,S_SKILL
2172,proactive,S_SKILL
2173,quick thinking,S_SKILL
2174,formulating service plans,H_SKILL
2175,2:1,REQUIREMENT
2176,writing and speaking) International equivalents,S_SKILL
2177,2:1,REQUIREMENT
2178,writing and speaking) International equivalents,S_SKILL
2179,executing agreements,H_SKILL
2180,keen eye for detail,S_SKILL
2181,organisational skills,S_SKILL
2182,2:1,REQUIREMENT
2183,collaborate,S_SKILL
2184,systems analysis,H_SKILL
2185,designing and deploying an app for patients,H_SKILL
2186,2:1,REQUIREMENT
2187,collaborate,S_SKILL
2188,systems analysis,H_SKILL
2189,designing and deploying an app for patients,H_SKILL
2190,2:1,REQUIREMENT
2191,2:1,REQUIREMENT
2192,designing and building their solutions,H_SKILL
2193,cloud,LANG_FRAM
2194,SharePoint,LANG_FRAM
2195,Power Platform,LANG_FRAM
2196,Yammer,LANG_FRAM
2197,Microsoft Teams,LANG_FRAM
2198,ADKAR,LANG_FRAM
2199,effective training sessions,S_SKILL
2200,communications,S_SKILL
2201,ADKAR,LANG_FRAM
2202,Microsoft 365,LANG_FRAM
2203,Bachelor's degree,REQUIREMENT
2204,2.1,REQUIREMENT
2205,write clear communication,S_SKILL
2206,C,LANG_FRAM
2207,C,LANG_FRAM
2208,C,LANG_FRAM
2209,C,LANG_FRAM
2210,interests and competencies in CAD (Fusion 360),H_SKILL
2211,3D printing,H_SKILL
2212,developing our mechatronic,H_SKILL
2213,handling,S_SKILL
2214,C,LANG_FRAM
2215,developing,H_SKILL
2216,organised,S_SKILL
2217,CAD models,H_SKILL
2218,assembly,LANG_FRAM
2219,DXF,LANG_FRAM
2220,hygienic design,H_SKILL
2221,C,LANG_FRAM
2222,presenting,S_SKILL
2223,C,LANG_FRAM
2224,C,LANG_FRAM
2225,understanding of working with customers,S_SKILL
2226,handling their attitudes and needs,S_SKILL
2227,C,LANG_FRAM
2228,SCRUM,H_SKILL
2229,agile methodology,H_SKILL
2230,MS Teams,LANG_FRAM
2231,Work with the C-Tech team,S_SKILL
2232,degree,REQUIREMENT
2233,bespoke,S_SKILL
2234,independent,S_SKILL
2235,"evaluating projects, techno",H_SKILL
2236,economic modelling,H_SKILL
2237,data gathering,H_SKILL
2238,master's,REQUIREMENT
2239,passion,S_SKILL
2240,breaking technology,H_SKILL
2241,empowered to take your career,S_SKILL
2242,2:2,REQUIREMENT
2243,Bachelor’s degree,REQUIREMENT
2244,systems integration,H_SKILL
2245,passion,S_SKILL
2246,breaking technology,H_SKILL
2247,empowered to take your career,S_SKILL
2248,2:2,REQUIREMENT
2249,Bachelor’s degree,REQUIREMENT
2250,understanding and application of the Airframe,H_SKILL
2251,"design, develop and maintain fast jets and unmanned air systems",H_SKILL
2252,passion,S_SKILL
2253,breaking technology,H_SKILL
2254,empowered to take your career,S_SKILL
2255,2:2,REQUIREMENT
2256,Bachelor’s degree,REQUIREMENT
2257,"maintain cutting edge, complex and innovative",H_SKILL
2258,passion,S_SKILL
2259,breaking technology,H_SKILL
2260,empowered to take your career,S_SKILL
2261,2:2,REQUIREMENT
2262,Bachelor’s degree,REQUIREMENT
2263,"designing, developing and testing complex systems",H_SKILL
2264,passion,S_SKILL
2265,breaking technology,H_SKILL
2266,empowered to take your career,S_SKILL
2267,2:2,REQUIREMENT
2268,Bachelor’s degree,REQUIREMENT
2269,deployment,H_SKILL
2270,PLM,LANG_FRAM
2271,passion,S_SKILL
2272,breaking technology,H_SKILL
2273,empowered to take your career,S_SKILL
2274,2:2,REQUIREMENT
2275,Bachelor’s degree,REQUIREMENT
2276,software design concepts,H_SKILL
2277,develop sophisticated design processes,H_SKILL
2278,passion,S_SKILL
2279,breaking technology,H_SKILL
2280,empowered to take your career,S_SKILL
2281,2:2,REQUIREMENT
2282,Bachelor’s degree,REQUIREMENT
2283,passion,S_SKILL
2284,breaking technology,H_SKILL
2285,empowered to take your career,S_SKILL
2286,2:2,REQUIREMENT
2287,Bachelor’s degree,REQUIREMENT
2288,Computational Modelling,H_SKILL
2289,System Design,H_SKILL
2290,passion,S_SKILL
2291,breaking technology,H_SKILL
2292,empowered to take your career,S_SKILL
2293,2:2,REQUIREMENT
2294,Bachelor’s degree,REQUIREMENT
2295,developing robust controls and safety procedures,H_SKILL
2296,passion,S_SKILL
2297,breaking technology,H_SKILL
2298,empowered to take your career,S_SKILL
2299,2:2,REQUIREMENT
2300,Bachelor’s degree,REQUIREMENT
2301,passion,S_SKILL
2302,breaking technology,H_SKILL
2303,empowered to take your career,S_SKILL
2304,2:2,REQUIREMENT
2305,Bachelor’s degree,REQUIREMENT
2306,network,H_SKILL
2307,prestigious clients,S_SKILL
2308,depth of expertise,H_SKILL
2309,hit the ground running,S_SKILL
2310,networking,S_SKILL
2311,listening,S_SKILL
2312,2:1,REQUIREMENT
2313,communicating,S_SKILL
2314,collaborating,S_SKILL
2315,Motivation,S_SKILL
2316,strong technical understanding,H_SKILL
2317,pitch and demonstrate our products to clients,S_SKILL
2318,find solutions,S_SKILL
2319,collaborating with colleagues,S_SKILL
2320,continuously develop,S_SKILL
2321,Winning mentality,S_SKILL
2322,full driving licence,REQUIREMENT
2323,strong technical understanding,H_SKILL
2324,pitch and demonstrate our products to clients,S_SKILL
2325,find solutions,S_SKILL
2326,collaborating with colleagues,S_SKILL
2327,continuously develop,S_SKILL
2328,Winning mentality,S_SKILL
2329,full driving licence,REQUIREMENT
2330,Cirrus Logic has changed,LANG_FRAM
2331,signal audio development,H_SKILL
2332,inserting memory BIST,H_SKILL
2333,"define, implement, and review DFT features",H_SKILL
2334,ATPG,LANG_FRAM
2335,ATPG,LANG_FRAM
2336,Create test patterns for production,H_SKILL
2337,Bachelor’s,REQUIREMENT
2338,Master’s degree,REQUIREMENT
2339,coding,H_SKILL
2340,problem-solving,S_SKILL
2341,oral and written communication,S_SKILL
2342,VHDL Understanding,LANG_FRAM
2343,memory test,H_SKILL
2344,Knowledge of scripting languages,H_SKILL
2345,Perl,LANG_FRAM
2346,Python,LANG_FRAM
2347,curious,S_SKILL
2348,inquiring mind,H_SKILL
2349,getting answers,H_SKILL
2350,work independently,S_SKILL
2351,part of a,S_SKILL
2352,technical design,H_SKILL
2353,systems integration,H_SKILL
2354,Supporting the development of strategies,S_SKILL
2355,risk reduction,H_SKILL
2356,passion,S_SKILL
2357,breaking technology,H_SKILL
2358,empowered to take your career,S_SKILL
2359,Bachelor’s,REQUIREMENT
2360,Master’s Degree,REQUIREMENT
2361,degree,REQUIREMENT
2362,SSNA,LANG_FRAM
2363,Use Model Based Systems Engineering,H_SKILL
2364,Defining the verification and validation approach,H_SKILL
2365,passion,S_SKILL
2366,breaking technology,H_SKILL
2367,empowered to take your career,S_SKILL
2368,2.2,REQUIREMENT
2369,Bachelor’s,REQUIREMENT
2370,Master’s degree,REQUIREMENT
2371,SSNA,LANG_FRAM
2372,Use Model Based Systems Engineering,H_SKILL
2373,Defining the verification and validation approach,H_SKILL
2374,passion,S_SKILL
2375,breaking technology,H_SKILL
2376,empowered to take your career,S_SKILL
2377,2.2,REQUIREMENT
2378,Bachelor’s,REQUIREMENT
2379,Master’s degree,REQUIREMENT
2380,SSNA,LANG_FRAM
2381,Use Model Based Systems Engineering,H_SKILL
2382,Defining the verification and validation approach,H_SKILL
2383,passion,S_SKILL
2384,breaking technology,H_SKILL
2385,empowered to take your career,S_SKILL
2386,2.2,REQUIREMENT
2387,Bachelor’s,REQUIREMENT
2388,Master’s degree,REQUIREMENT
2389,SSNA,LANG_FRAM
2390,Use Model Based Systems Engineering,H_SKILL
2391,Defining the verification and validation approach,H_SKILL
2392,passion,S_SKILL
2393,breaking technology,H_SKILL
2394,empowered to take your career,S_SKILL
2395,2.2,REQUIREMENT
2396,Bachelor’s,REQUIREMENT
2397,Master’s degree,REQUIREMENT
2398,SSNA,LANG_FRAM
2399,Use Model Based Systems Engineering,H_SKILL
2400,Defining the verification and validation approach,H_SKILL
2401,passion,S_SKILL
2402,breaking technology,H_SKILL
2403,empowered to take your career,S_SKILL
2404,2.2,REQUIREMENT
2405,Bachelor’s,REQUIREMENT
2406,Master’s degree,REQUIREMENT
2407,systems integration,H_SKILL
2408,passion,S_SKILL
2409,breaking technology,H_SKILL
2410,empowered to take your career,S_SKILL
2411,Bachelor’s,REQUIREMENT
2412,Master’s Degree,REQUIREMENT
2413,degree,REQUIREMENT
2414,technical design,H_SKILL
2415,systems integration,H_SKILL
2416,Supporting the development of strategies,S_SKILL
2417,risk reduction,H_SKILL
2418,passion,S_SKILL
2419,breaking technology,H_SKILL
2420,empowered to take your career,S_SKILL
2421,Bachelor’s,REQUIREMENT
2422,Master’s Degree,REQUIREMENT
2423,degree,REQUIREMENT
2424,technical design,H_SKILL
2425,systems integration,H_SKILL
2426,Supporting the development of strategies,S_SKILL
2427,risk reduction,H_SKILL
2428,passion,S_SKILL
2429,breaking technology,H_SKILL
2430,empowered to take your career,S_SKILL
2431,Bachelor’s,REQUIREMENT
2432,Master’s Degree,REQUIREMENT
2433,degree,REQUIREMENT
2434,CAD/CAM,H_SKILL
2435,3D printing,H_SKILL
2436,"economic analysis, digital and business skills",H_SKILL
2437,2:1,REQUIREMENT
2438,degree,REQUIREMENT
2439,think and work independently,S_SKILL
2440,analytical skills,S_SKILL
2441,verbal and written communication skills,S_SKILL
2442,computational modelling,H_SKILL
2443,networking,H_SKILL
2444,broad technical knowledge,H_SKILL
2445,numerate and analytical,S_SKILL
2446,interpret data,H_SKILL
2447,development,H_SKILL
2448,implementation,H_SKILL
2449,2:2 Degree,REQUIREMENT
2450,UK driving licence,REQUIREMENT
2451,willingness to travel,S_SKILL
2452,communication skills,S_SKILL
2453,motivation,S_SKILL
2454,initiative,S_SKILL
2455,dedicated,S_SKILL
2456,TLE team,H_SKILL
2457,RM&T,S_SKILL
2458,collaboration,S_SKILL
2459,analytical mindset,S_SKILL
2460,RM&T,S_SKILL
2461,analyse the effects,H_SKILL
2462,Analysis report,H_SKILL
2463,work in a team environment,S_SKILL
2464,collaboration,S_SKILL
2465,logical analyses,H_SKILL
2466,attention to detail,S_SKILL
2467,TLE assessments,H_SKILL
2468,understanding of what makes a reliable and usable product is essential,H_SKILL
2469,communication,S_SKILL
2470,implementation in hardware and software. Previous experience,H_SKILL
2471,disciplined,S_SKILL
2472,leadership,S_SKILL
2473,provide technical support,H_SKILL
2474,problem solving skills,S_SKILL
2475,confidence,S_SKILL
2476,flexibility,S_SKILL
2477,Bachelor’s degree,REQUIREMENT
2478,oral and written communication skills,S_SKILL
2479,interpersonal skills,S_SKILL
2480,Power switching,LANG_FRAM
2481,knowledge of software and systems design,H_SKILL
2482,understanding of regulatory and safety requirements,H_SKILL
2483,Utility Plans,H_SKILL
2484,collaborate,S_SKILL
2485,Managing the flow of technical information,S_SKILL
2486,address concerns effectively,S_SKILL
2487,Collaborating with internal and external stakeholders,S_SKILL
2488,Providing guidance and training,S_SKILL
2489,strong educational background,H_SKILL
2490,Degree level,REQUIREMENT
2491,driving licence,REQUIREMENT
2492,proactive attitude,S_SKILL
2493,passionate,S_SKILL
2494,passionate,S_SKILL
2495,ambitious,S_SKILL
2496,2:1,REQUIREMENT
2497,ability to work under pressure,S_SKILL
2498,confidence,S_SKILL
2499,drive,S_SKILL
2500,Work-life balance withfitness and health,S_SKILL
2501,Microsoft Teams,LANG_FRAM
2502,design,H_SKILL
2503,participating in reviews and approvals of electrical & electronic designs in accordance with business and industry standards,S_SKILL
2504,continuously improve own practices,S_SKILL
2505,Schematic design,H_SKILL
2506,simulation,H_SKILL
2507,analyse and solve problems,H_SKILL
2508,identifying key facts and breaking down complex information,H_SKILL
2509,communication and collaboration skills,S_SKILL
2510,produce clear and concise technical documentation,S_SKILL
2511,plan,S_SKILL
2512,solve complex engineering,S_SKILL
2513,solve complex engineering,S_SKILL
2514,innovative ideas,S_SKILL
2515,coding,H_SKILL
2516,Communications Conceptual,S_SKILL
2517,prototype design,H_SKILL
2518,2:1,REQUIREMENT
2519,degree,REQUIREMENT
2520,keen to continue to develop and enhance their current skills,S_SKILL
2521,designing with new technology,H_SKILL
2522,keen eye for detail,S_SKILL
2523,value secure documents,S_SKILL
2524,discover and cultivate new business accounts,H_SKILL
2525,Collaborate,S_SKILL
2526,proactive,S_SKILL
2527,Communication Skills,S_SKILL
2528,ability to communicate effectively,S_SKILL
2529,time effectively,S_SKILL
2530,prioritise,S_SKILL
2531,organised,S_SKILL
2532,motivated,S_SKILL
2533,highly pro-,S_SKILL
2534,active,S_SKILL
2535,organised,S_SKILL
2536,enthusiastic attitude,S_SKILL
2537,degree,REQUIREMENT
2538,Master’s,REQUIREMENT
2539,Data Analysis,H_SKILL
2540,create clear advantage for candidates,H_SKILL
2541,hit the ground running. The opportunity,S_SKILL
2542,motivation,S_SKILL
2543,front-end and detailed engineering,H_SKILL
2544,hydrogen,LANG_FRAM
2545,ammonia,LANG_FRAM
2546,strategy,S_SKILL
2547,financial modelling,H_SKILL
2548,petrochemical integration,H_SKILL
2549,problem solving,S_SKILL
2550,develop technical and,H_SKILL
2551,leadership,S_SKILL
2552,Saudi Arabia,REQUIREMENT
2553,Batchelor's,REQUIREMENT
2554,Master’s degree,REQUIREMENT
2555,2:1,LANG_FRAM
2556,organisational,S_SKILL
2557,analytical,S_SKILL
2558,problem,S_SKILL
2559,solving,S_SKILL
2560,written and oral communication skills,S_SKILL
2561,front-end and detailed engineering,H_SKILL
2562,"independently evaluates, selects, and applies",S_SKILL
2563,using judgment,S_SKILL
2564,Working in a project-,H_SKILL
2565,"analysis, design and specification of floating structures",H_SKILL
2566,transportation and installation of offshore structures,H_SKILL
2567,"hydrodynamics, loading and stability, structural analysis and design, dynamic analysis, transportation and installation related engineering and the application of Codes, Rules and Regulations. Skills and experience Skills",H_SKILL
2568,High motivation,S_SKILL
2569,strong desire to excel,S_SKILL
2570,Excellent analytical skills,S_SKILL
2571,Ability to extract relevant technical information and data from literature,H_SKILL
2572,Ability to see the bigger picture,S_SKILL
2573,attention to detail,S_SKILL
2574,motivated,S_SKILL
2575,good communication skills,S_SKILL
2576,team working,S_SKILL
2577,report writing and presentation skills,S_SKILL
2578,MSc,REQUIREMENT
2579,MEng,REQUIREMENT
2580,solve complex engineering,S_SKILL
2581,solve complex engineering,S_SKILL
2582,innovative ideas,S_SKILL
2583,assembly,S_SKILL
2584,2:2,REQUIREMENT
2585,degree,REQUIREMENT
2586,,
2587,detecting threats,H_SKILL
2588,ability to respond with force when necessary,S_SKILL
2589,work with a team,S_SKILL
2590,Lead,S_SKILL
2591,manage a team,S_SKILL
2592,knowledge in highly-challenging environments,H_SKILL
2593,Language and Maths; before 2017,H_SKILL
2594,C,LANG_FRAM
2595,passion,S_SKILL
2596,Collaborate,S_SKILL
2597,Scottish Equivalent),REQUIREMENT
2598,Language and Maths; before 2017,H_SKILL
2599,C,LANG_FRAM
2600,passion,S_SKILL
2601,solving problems,S_SKILL
2602,work with the most advanced kit imaginable,S_SKILL
2603,Ali's,REQUIREMENT
2604,developing skills,S_SKILL
2605,Solve complex problems,S_SKILL
2606,Language and Maths; before 2017,H_SKILL
2607,C Minimum,LANG_FRAM
2608,passion,S_SKILL
2609,teamwork skills,S_SKILL
2610,Sean,S_SKILL
2611,knowledge in highly-challenging environments,H_SKILL
2612,Language and Maths; before 2017,H_SKILL
2613,C Minimum,LANG_FRAM
2614,knowledge of weapon systems,H_SKILL
2615,power generation,LANG_FRAM
2616,Lead,S_SKILL
2617,manage a team,S_SKILL
2618,Solve complex problems,S_SKILL
2619,Language and Maths; before 2017,H_SKILL
2620,C A,LANG_FRAM
2621,Dual National,H_SKILL
2622,passion,S_SKILL
2623,solving problems,S_SKILL
2624,data driven analysis,H_SKILL
2625,grounded,S_SKILL
2626,skill,S_SKILL
2627,independent advice,S_SKILL
2628,work directly with clients,S_SKILL
2629,providing technical excellence,H_SKILL
2630,data analysis,H_SKILL
2631,provide timely responses,H_SKILL
2632,Degree,REQUIREMENT
2633,Master's,REQUIREMENT
2634,Energy Management,H_SKILL
2635,Supporting,S_SKILL
2636,advising clients,S_SKILL
2637,knowledge/expertise,H_SKILL
2638,Excel,LANG_FRAM
2639,Word,LANG_FRAM
2640,PowerPoint,LANG_FRAM
2641,communicator,S_SKILL
2642,Proactive,S_SKILL
2643,inquisitive,S_SKILL
2644,work independently,S_SKILL
2645,Microsoft Power BI,LANG_FRAM
2646,GIS IES modelling,H_SKILL
2647,economic modelling,H_SKILL
2648,Willingness to travel,S_SKILL
2649,present a professional,S_SKILL
2650,Clean UK driving licence,H_SKILL
2651,life assurance,H_SKILL
2652,volunteering,H_SKILL
2653,machine learning,LANG_FRAM
2654,business decision,H_SKILL
2655,SQL,LANG_FRAM
2656,data modelling,H_SKILL
2657,Master the,REQUIREMENT
2658,analyse and harness data,H_SKILL
2659,machine learning,LANG_FRAM
2660,Analytics,H_SKILL
2661,RPA,LANG_FRAM
2662,Machine Learning,LANG_FRAM
2663,Lab helping guide,S_SKILL
2664,2:2,REQUIREMENT
2665,Excellent communication skills,S_SKILL
2666,work in a team,S_SKILL
2667,COPQ,LANG_FRAM
2668,COPQ,REQUIREMENT
2669,reducing risks and immerging process threats,H_SKILL
2670,COPQ,REQUIREMENT
2671,process risk reduction and measurement process assessments,H_SKILL
2672,analyse results,H_SKILL
2673,audit activity,H_SKILL
2674,Carry out reviews,H_SKILL
2675,Active involvement in shopfloor training,H_SKILL
2676,Active involvement,H_SKILL
2677,build expertise,H_SKILL
2678,identifying improvements,H_SKILL
2679,written and verbal communications skills,S_SKILL
2680,motivated,S_SKILL
2681,MS Office,LANG_FRAM
2682,Innovative,S_SKILL
2683,"using approved engineering techniques, procedures and criteria",H_SKILL
2684,providing adequate information,S_SKILL
2685,preparation of technical and non-technical reports,S_SKILL
2686,communicated effectively,S_SKILL
2687,CEng,REQUIREMENT
2688,IEng,REQUIREMENT
2689,MBSE,H_SKILL
2690,passion,S_SKILL
2691,CATIA,LANG_FRAM
2692,Develop,H_SKILL
2693,Provide technical support,H_SKILL
2694,develop appropriate models,H_SKILL
2695,MBSE and related technologies,H_SKILL
2696,Create and maintain technical documentation,H_SKILL
2697,Collaborate,S_SKILL
2698,Bachelor's degree,REQUIREMENT
2699,architecture modeling,H_SKILL
2700,MBSE modelling,H_SKILL
2701,CATIA Magic preferred,LANG_FRAM
2702,DODAF,REQUIREMENT
2703,communication,S_SKILL
2704,presentation skills,S_SKILL
2705,analytical,S_SKILL
2706,problem,S_SKILL
2707,solving,S_SKILL
2708,work independently,S_SKILL
2709,manage multiple projects,S_SKILL
2710,work with cutting-edge technology,S_SKILL
2711,collaborative,S_SKILL
2712,Continuous learning,S_SKILL
2713,create clean energy and fresh water,H_SKILL
2714,processes modelling,H_SKILL
2715,Collection and collation of input,H_SKILL
2716,processing data,H_SKILL
2717,hydrodynamic modelling,H_SKILL
2718,wave modelling,H_SKILL
2719,dispersion & dilution modelling,H_SKILL
2720,Provide judgment and advice,S_SKILL
2721,Preparation of,S_SKILL
2722,reports and presentations,S_SKILL
2723,Commercial and technical management,H_SKILL
2724,Enthusiastic,S_SKILL
2725,personable,S_SKILL
2726,data analysis,H_SKILL
2727,MSc,REQUIREMENT
2728,PhD,REQUIREMENT
2729,numerical modelling,H_SKILL
2730,numerical modelling,H_SKILL
2731,statistical analysis,H_SKILL
2732,coastal and river studies,H_SKILL
2733,Python,LANG_FRAM
2734,R,LANG_FRAM
2735,Ability in mainstream GIS software,H_SKILL
2736,Python,LANG_FRAM
2737,R,LANG_FRAM
2738,strong technical ability,H_SKILL
2739,data analysis,H_SKILL
2740,Collaborative,S_SKILL
2741,Dynamic,REQUIREMENT
2742,assisting clients,S_SKILL
2743,Collaborate,S_SKILL
2744,find the best technical solutions,S_SKILL
2745,Revit,LANG_FRAM
2746,degree,REQUIREMENT
2747,Excel,LANG_FRAM
2748,teamwork,S_SKILL
2749,written and verbal communication,S_SKILL
2750,organisational,S_SKILL
2751,analytical,S_SKILL
2752,time management,S_SKILL
2753,Collaborative,S_SKILL
2754,Dynamic,REQUIREMENT
2755,part of a team,S_SKILL
2756,Cost modelling,H_SKILL
2757,guide your development,S_SKILL
2758,maintains close relationships,S_SKILL
2759,interpersonal skills,S_SKILL
2760,Bachelor’s,REQUIREMENT
2761,Master’s degree,REQUIREMENT
2762,2:1,REQUIREMENT
2763,Effective decision making,S_SKILL
2764,verbal and written communication,S_SKILL
2765,Proactive,S_SKILL
2766,work in a team,S_SKILL
2767,organisation skills,S_SKILL
2768,manage multiple tasks,S_SKILL
2769,willingness to ask for help,S_SKILL
2770,safe,S_SKILL
2771,respectful,S_SKILL
2772,part of a team,S_SKILL
2773,building pathology surveys,H_SKILL
2774,Design and specification Detailed drawings,H_SKILL
2775,guide your development,S_SKILL
2776,Bachelor’s,REQUIREMENT
2777,Master’s degree,REQUIREMENT
2778,2.1,REQUIREMENT
2779,Effective decision making,S_SKILL
2780,verbal and written communication,S_SKILL
2781,Proactive,S_SKILL
2782,work in a team,S_SKILL
2783,organisation skills,S_SKILL
2784,manage multiple tasks,S_SKILL
2785,willingness to ask for help,S_SKILL
2786,safe,S_SKILL
2787,respectful,S_SKILL
2788,technical expertise,H_SKILL
2789,safe,S_SKILL
2790,respectful,S_SKILL
2791,collaborate,S_SKILL
2792,part of a team,S_SKILL
2793,Cost modelling,H_SKILL
2794,Bachelor’s,REQUIREMENT
2795,Master’s degree,REQUIREMENT
2796,2:1,REQUIREMENT
2797,Enthusiastic,S_SKILL
2798,ambition,S_SKILL
2799,drive. Basic computer skills,S_SKILL
2800,Word,LANG_FRAM
2801,Excel,LANG_FRAM
2802,Communicate effectively,S_SKILL
2803,work independently,S_SKILL
2804,safe,S_SKILL
2805,respectful,S_SKILL
2806,part of a team,S_SKILL
2807,Cost modelling,H_SKILL
2808,guide your development,S_SKILL
2809,maintains close relationships,S_SKILL
2810,interpersonal skills,S_SKILL
2811,Bachelor’s,REQUIREMENT
2812,Master’s degree,REQUIREMENT
2813,2:1,REQUIREMENT
2814,Effective decision making,S_SKILL
2815,verbal and written communication,S_SKILL
2816,Proactive,S_SKILL
2817,work in a team,S_SKILL
2818,organisation skills,S_SKILL
2819,manage multiple tasks,S_SKILL
2820,willingness to ask for help,S_SKILL
2821,safe,S_SKILL
2822,respectful,S_SKILL
2823,excellent customer service,S_SKILL
2824,customer service,S_SKILL
2825,knowledge of current reporting systems,H_SKILL
2826,build relationships,S_SKILL
2827,handling,S_SKILL
2828,managing customer complaints,S_SKILL
2829,Commended as a workplace for 55+,S_SKILL
2830,enjoy working at Veolia. We want,S_SKILL
2831,communication skills,S_SKILL
2832,building relationships,S_SKILL
2833,data analysis,H_SKILL
2834,analyse large volumes,H_SKILL
2835,proactive,S_SKILL
2836,problem solving,S_SKILL
2837,identify service development areas,H_SKILL
2838,written and verbal communication skills,S_SKILL
2839,Collaborative,S_SKILL
2840,degree,REQUIREMENT
2841,collaborate,S_SKILL
2842,work with clients,S_SKILL
2843,collaborate,S_SKILL
2844,enjoy working as part of a team,S_SKILL
2845,curious,S_SKILL
2846,keen to learn,S_SKILL
2847,data analysis,H_SKILL
2848,building relationships,S_SKILL
2849,2:1,REQUIREMENT
2850,Randomised control trials,H_SKILL
2851,work collaboratively,S_SKILL
2852,enthusiastic,S_SKILL
2853,identifying appropriate research solutions,H_SKILL
2854,Liaison with internal teams,S_SKILL
2855,publication activities,S_SKILL
2856,interest in research and willingness to develop skills,H_SKILL
2857,interventional/ observational studies,H_SKILL
2858,PowerPoint,LANG_FRAM
2859,Excel,LANG_FRAM
2860,Word,LANG_FRAM
2861,interpersonal skills,S_SKILL
2862,willingness to work collaboratively,S_SKILL
2863,proactive,S_SKILL
2864,written and verbal communication,S_SKILL
2865,organisational,S_SKILL
2866,time management,S_SKILL
2867,interpretive skills,S_SKILL
2868,Attention to detail,S_SKILL
2869,working as part of a substations design team,S_SKILL
2870,Building Information Management,H_SKILL
2871,CDM,LANG_FRAM
2872,3D models,H_SKILL
2873,CAD technical drawings,H_SKILL
2874,delivered on-,S_SKILL
2875,degree,REQUIREMENT
2876,CAD tools,H_SKILL
2877,Microsoft office,LANG_FRAM
