,timestamp,ent,type,new_ent
206,2024-06-28,disciplined,S_SKILL,DISCIPLINED
206,2024-06-28,leadership,S_SKILL,LEADERSHIP
206,2024-06-28,provide technical support,H_SKILL,TECHNICAL SUPPORT
206,2024-06-28,problem solving skills,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
206,2024-06-28,confidence,S_SKILL,CONFIDENCE
206,2024-06-28,flexibility,S_SKILL,FLEXIBLE
206,2024-06-28,Bachelor’s degree,REQUIREMENT,BACHELOR'S
206,2024-06-28,oral and written communication skills,S_SKILL,COMMUNICATION
206,2024-06-28,interpersonal skills,S_SKILL,INTERPERSONAL SKILLS
206,2024-06-28,Power switching,LANG_FRAM,POWER SWITCHING
206,2024-06-28,knowledge of software and systems design,H_SKILL,KNOWLEDGE OF SOFTWARE AND SYSTEMS DESIGN
206,2024-06-28,understanding of regulatory and safety requirements,H_SKILL,UNDERSTANDING OF REGULATORY AND SAFETY REQUIREMENTS
207,2024-06-28,Utility Plans,H_SKILL,UTILITY PLANS
207,2024-06-28,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
207,2024-06-28,Managing the flow of technical information,S_SKILL,MANAGING THE FLOW OF TECHNICAL INFORMATION
207,2024-06-28,address concerns effectively,S_SKILL,ADDRESS CONCERNS EFFECTIVELY
207,2024-06-28,Collaborating with internal and external stakeholders,S_SKILL,COLLABORATION AND TEAMWORK
207,2024-06-28,Providing guidance and training,S_SKILL,PROVIDING GUIDANCE AND TRAINING
207,2024-06-28,strong educational background,H_SKILL,STRONG EDUCATIONAL BACKGROUND
207,2024-06-28,Degree level,REQUIREMENT,DEGREE LEVEL
207,2024-06-28,driving licence,REQUIREMENT,DRIVING LICENSE
207,2024-06-28,proactive attitude,S_SKILL,PROACTIVE
207,2024-06-28,passionate,S_SKILL,PASSION AND ENTHUSIASM
208,2024-06-28,passionate,S_SKILL,PASSION AND ENTHUSIASM
208,2024-06-28,ambitious,S_SKILL,AMBITIOUS
208,2024-06-28,2:1,REQUIREMENT,2:1
208,2024-06-28,ability to work under pressure,S_SKILL,ABILITY TO WORK UNDER PRESSURE
208,2024-06-28,confidence,S_SKILL,CONFIDENCE
208,2024-06-28,drive,S_SKILL,DRIVE
208,2024-06-28,Work-life balance withfitness and health,S_SKILL,WORK-LIFE BALANCE WITHFITNESS AND HEALTH
208,2024-06-28,Microsoft Teams,LANG_FRAM,MICROSOFT TEAMS
209,2024-06-28,design,H_SKILL,DESIGN
209,2024-06-28,participating in reviews and approvals of electrical & electronic designs in accordance with business and industry standards,S_SKILL,PARTICIPATING IN REVIEWS AND APPROVALS OF ELECTRICAL & ELECTRONIC DESIGNS IN ACCORDANCE WITH BUSINESS AND INDUSTRY STANDARDS
209,2024-06-28,continuously improve own practices,S_SKILL,CONTINUOUSLY IMPROVE OWN PRACTICES
209,2024-06-28,Schematic design,H_SKILL,SCHEMATIC DESIGN
209,2024-06-28,simulation,H_SKILL,SIMULATION
209,2024-06-28,analyse and solve problems,H_SKILL,ANALYSE AND SOLVE PROBLEMS
209,2024-06-28,identifying key facts and breaking down complex information,H_SKILL,IDENTIFYING KEY FACTS AND BREAKING DOWN COMPLEX INFORMATION
209,2024-06-28,communication and collaboration skills,S_SKILL,COLLABORATION AND TEAMWORK
209,2024-06-28,produce clear and concise technical documentation,S_SKILL,PRODUCE CLEAR AND CONCISE TECHNICAL DOCUMENTATION
209,2024-06-28,plan,S_SKILL,PLAN
210,2024-06-28,solve complex engineering,S_SKILL,SOLVE COMPLEX ENGINEERING
210,2024-06-28,solve complex engineering,S_SKILL,SOLVE COMPLEX ENGINEERING
210,2024-06-28,innovative ideas,S_SKILL,INNOVATIVE IDEAS
210,2024-06-28,coding,H_SKILL,CODING/PROGRAMMING
210,2024-06-28,Communications Conceptual,S_SKILL,COMMUNICATION
210,2024-06-28,prototype design,H_SKILL,PROTOTYPE DESIGN
210,2024-06-28,2:1,REQUIREMENT,2:1
210,2024-06-28,degree,REQUIREMENT,DEGREE
210,2024-06-28,keen to continue to develop and enhance their current skills,S_SKILL,KEEN TO CONTINUE TO DEVELOP AND ENHANCE THEIR CURRENT SKILLS
210,2024-06-28,designing with new technology,H_SKILL,DESIGNING WITH NEW TECHNOLOGY
210,2024-06-28,keen eye for detail,S_SKILL,KEEN EYE FOR DETAIL
211,2024-06-28,value secure documents,S_SKILL,VALUE SECURE DOCUMENTS
211,2024-06-28,discover and cultivate new business accounts,H_SKILL,DISCOVER AND CULTIVATE NEW BUSINESS ACCOUNTS
211,2024-06-28,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
211,2024-06-28,proactive,S_SKILL,PROACTIVE
211,2024-06-28,Communication Skills,S_SKILL,COMMUNICATION
211,2024-06-28,ability to communicate effectively,S_SKILL,COMMUNICATION
211,2024-06-28,time effectively,S_SKILL,TIME MANAGEMENT
211,2024-06-28,prioritise,S_SKILL,PRIORITISE
211,2024-06-28,organised,S_SKILL,ORGANISED
211,2024-06-28,motivated,S_SKILL,DRIVEN AND MOTIVATED
211,2024-06-28,highly pro-,S_SKILL,HIGHLY PRO-
211,2024-06-28,active,S_SKILL,ACTIVE
211,2024-06-28,organised,S_SKILL,ORGANISED
211,2024-06-28,enthusiastic attitude,S_SKILL,PASSION AND ENTHUSIASM
211,2024-06-28,degree,REQUIREMENT,DEGREE
211,2024-06-28,Master’s,REQUIREMENT,MASTER'S
211,2024-06-28,Data Analysis,H_SKILL,DATA ANALYSIS
211,2024-06-28,create clear advantage for candidates,H_SKILL,CREATE CLEAR ADVANTAGE FOR CANDIDATES
211,2024-06-28,hit the ground running. The opportunity,S_SKILL,HIT THE GROUND RUNNING. THE OPPORTUNITY
211,2024-06-28,motivation,S_SKILL,DRIVEN AND MOTIVATED
212,2024-06-28,front-end and detailed engineering,H_SKILL,FRONT-END AND DETAILED ENGINEERING
212,2024-06-28,hydrogen,LANG_FRAM,HYDROGEN
212,2024-06-28,ammonia,LANG_FRAM,AMMONIA
212,2024-06-28,strategy,S_SKILL,STRATEGY
212,2024-06-28,financial modelling,H_SKILL,FINANCIAL MODELLING
212,2024-06-28,petrochemical integration,H_SKILL,PETROCHEMICAL INTEGRATION
212,2024-06-28,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
212,2024-06-28,develop technical and,H_SKILL,DEVELOP TECHNICAL AND
212,2024-06-28,leadership,S_SKILL,LEADERSHIP
212,2024-06-28,Saudi Arabia,REQUIREMENT,SAUDI ARABIA
212,2024-06-28,Batchelor's,REQUIREMENT,BATCHELOR'S
212,2024-06-28,Master’s degree,REQUIREMENT,MASTER'S
212,2024-06-28,2:1,LANG_FRAM,2:1
212,2024-06-28,organisational,S_SKILL,ORGANISATIONAL
212,2024-06-28,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
212,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
212,2024-06-28,solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
212,2024-06-28,written and oral communication skills,S_SKILL,COMMUNICATION
213,2024-06-28,front-end and detailed engineering,H_SKILL,FRONT-END AND DETAILED ENGINEERING
213,2024-06-28,"independently evaluates, selects, and applies",S_SKILL,INDEPENDENT WORKING
213,2024-06-28,using judgment,S_SKILL,USING JUDGMENT
213,2024-06-28,Working in a project-,H_SKILL,WORKING IN A PROJECT-
213,2024-06-28,"analysis, design and specification of floating structures",H_SKILL,"ANALYSIS, DESIGN AND SPECIFICATION OF FLOATING STRUCTURES"
213,2024-06-28,transportation and installation of offshore structures,H_SKILL,TRANSPORTATION AND INSTALLATION OF OFFSHORE STRUCTURES
213,2024-06-28,"hydrodynamics, loading and stability, structural analysis and design, dynamic analysis, transportation and installation related engineering and the application of Codes, Rules and Regulations. Skills and experience Skills",H_SKILL,"HYDRODYNAMICS, LOADING AND STABILITY, STRUCTURAL ANALYSIS AND DESIGN, DYNAMIC ANALYSIS, TRANSPORTATION AND INSTALLATION RELATED ENGINEERING AND THE APPLICATION OF CODES, RULES AND REGULATIONS. SKILLS AND EXPERIENCE SKILLS"
213,2024-06-28,High motivation,S_SKILL,DRIVEN AND MOTIVATED
213,2024-06-28,strong desire to excel,S_SKILL,STRONG DESIRE TO EXCEL
213,2024-06-28,Excellent analytical skills,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
213,2024-06-28,Ability to extract relevant technical information and data from literature,H_SKILL,ABILITY TO EXTRACT RELEVANT TECHNICAL INFORMATION AND DATA FROM LITERATURE
213,2024-06-28,Ability to see the bigger picture,S_SKILL,ABILITY TO SEE THE BIGGER PICTURE
213,2024-06-28,attention to detail,S_SKILL,ATTENTION TO DETAIL
213,2024-06-28,motivated,S_SKILL,DRIVEN AND MOTIVATED
213,2024-06-28,good communication skills,S_SKILL,COMMUNICATION
213,2024-06-28,team working,S_SKILL,COLLABORATION AND TEAMWORK
213,2024-06-28,report writing and presentation skills,S_SKILL,REPORT WRITING AND PRESENTATION SKILLS
213,2024-06-28,MSc,REQUIREMENT,MASTER'S
213,2024-06-28,MEng,REQUIREMENT,MASTER'S
214,2024-06-28,solve complex engineering,S_SKILL,SOLVE COMPLEX ENGINEERING
214,2024-06-28,solve complex engineering,S_SKILL,SOLVE COMPLEX ENGINEERING
214,2024-06-28,innovative ideas,S_SKILL,INNOVATIVE IDEAS
214,2024-06-28,assembly,S_SKILL,ASSEMBLY
214,2024-06-28,2:2,REQUIREMENT,2:2
214,2024-06-28,degree,REQUIREMENT,DEGREE
215,2024-06-28,,,
216,2024-06-28,detecting threats,H_SKILL,DETECTING THREATS
216,2024-06-28,ability to respond with force when necessary,S_SKILL,ABILITY TO RESPOND WITH FORCE WHEN NECESSARY
216,2024-06-28,work with a team,S_SKILL,COLLABORATION AND TEAMWORK
216,2024-06-28,Lead,S_SKILL,LEADERSHIP
216,2024-06-28,manage a team,S_SKILL,COLLABORATION AND TEAMWORK
216,2024-06-28,knowledge in highly-challenging environments,H_SKILL,KNOWLEDGE IN HIGHLY-CHALLENGING ENVIRONMENTS
216,2024-06-28,Language and Maths; before 2017,H_SKILL,LANGUAGE AND MATHS; BEFORE 2017
216,2024-06-28,C,LANG_FRAM,C
216,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
217,2024-06-28,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
217,2024-06-28,Scottish Equivalent),REQUIREMENT,SCOTTISH EQUIVALENT)
217,2024-06-28,Language and Maths; before 2017,H_SKILL,LANGUAGE AND MATHS; BEFORE 2017
217,2024-06-28,C,LANG_FRAM,C
217,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
217,2024-06-28,solving problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
218,2024-06-28,work with the most advanced kit imaginable,S_SKILL,WORK WITH THE MOST ADVANCED KIT IMAGINABLE
218,2024-06-28,Ali's,REQUIREMENT,ALI'S
218,2024-06-28,developing skills,S_SKILL,DEVELOPING SKILLS
218,2024-06-28,Solve complex problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
218,2024-06-28,Language and Maths; before 2017,H_SKILL,LANGUAGE AND MATHS; BEFORE 2017
218,2024-06-28,C Minimum,LANG_FRAM,C MINIMUM
218,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
218,2024-06-28,teamwork skills,S_SKILL,COLLABORATION AND TEAMWORK
219,2024-06-28,Sean,S_SKILL,SEAN
219,2024-06-28,knowledge in highly-challenging environments,H_SKILL,KNOWLEDGE IN HIGHLY-CHALLENGING ENVIRONMENTS
219,2024-06-28,Language and Maths; before 2017,H_SKILL,LANGUAGE AND MATHS; BEFORE 2017
219,2024-06-28,C Minimum,LANG_FRAM,C MINIMUM
219,2024-06-28,knowledge of weapon systems,H_SKILL,KNOWLEDGE OF WEAPON SYSTEMS
220,2024-06-28,power generation,LANG_FRAM,POWER GENERATION
220,2024-06-28,Lead,S_SKILL,LEADERSHIP
220,2024-06-28,manage a team,S_SKILL,COLLABORATION AND TEAMWORK
220,2024-06-28,Solve complex problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
220,2024-06-28,Language and Maths; before 2017,H_SKILL,LANGUAGE AND MATHS; BEFORE 2017
220,2024-06-28,C A,LANG_FRAM,C A
220,2024-06-28,Dual National,H_SKILL,DUAL NATIONAL
220,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
220,2024-06-28,solving problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
221,2024-06-28,data driven analysis,H_SKILL,DATA ANALYSIS
221,2024-06-28,grounded,S_SKILL,GROUNDED
221,2024-06-28,skill,S_SKILL,SKILL
221,2024-06-28,independent advice,S_SKILL,INDEPENDENT WORKING
221,2024-06-28,work directly with clients,S_SKILL,WORK DIRECTLY WITH CLIENTS
221,2024-06-28,providing technical excellence,H_SKILL,PROVIDING TECHNICAL EXCELLENCE
221,2024-06-28,data analysis,H_SKILL,DATA ANALYSIS
221,2024-06-28,provide timely responses,H_SKILL,PROVIDE TIMELY RESPONSES
221,2024-06-28,Degree,REQUIREMENT,DEGREE
221,2024-06-28,Master's,REQUIREMENT,MASTER'S
221,2024-06-28,Energy Management,H_SKILL,ENERGY MANAGEMENT
221,2024-06-28,Supporting,S_SKILL,SUPPORTING
221,2024-06-28,advising clients,S_SKILL,ADVISING CLIENTS
221,2024-06-28,knowledge/expertise,H_SKILL,KNOWLEDGE/EXPERTISE
221,2024-06-28,Excel,LANG_FRAM,EXCEL
221,2024-06-28,Word,LANG_FRAM,WORD
221,2024-06-28,PowerPoint,LANG_FRAM,POWERPOINT
221,2024-06-28,communicator,S_SKILL,COMMUNICATION
221,2024-06-28,Proactive,S_SKILL,PROACTIVE
221,2024-06-28,inquisitive,S_SKILL,INQUISITIVE
221,2024-06-28,work independently,S_SKILL,INDEPENDENT WORKING
221,2024-06-28,Microsoft Power BI,LANG_FRAM,MICROSOFT POWER BI
221,2024-06-28,GIS IES modelling,H_SKILL,GIS IES MODELLING
221,2024-06-28,economic modelling,H_SKILL,ECONOMIC MODELLING
221,2024-06-28,Willingness to travel,S_SKILL,WILLINGNESS TO TRAVEL
221,2024-06-28,present a professional,S_SKILL,PRESENT A PROFESSIONAL
221,2024-06-28,Clean UK driving licence,H_SKILL,CLEAN UK DRIVING LICENCE
221,2024-06-28,life assurance,H_SKILL,LIFE ASSURANCE
221,2024-06-28,volunteering,H_SKILL,VOLUNTEERING
222,2024-06-28,machine learning,LANG_FRAM,MACHINE LEARNING
222,2024-06-28,business decision,H_SKILL,BUSINESS DECISION
222,2024-06-28,SQL,LANG_FRAM,SQL
222,2024-06-28,data modelling,H_SKILL,DATA MODELLING
222,2024-06-28,Master the,REQUIREMENT,MASTER'S
222,2024-06-28,analyse and harness data,H_SKILL,DATA ANALYSIS
222,2024-06-28,machine learning,LANG_FRAM,MACHINE LEARNING
222,2024-06-28,Analytics,H_SKILL,ANALYTICS
222,2024-06-28,RPA,LANG_FRAM,RPA
222,2024-06-28,Machine Learning,LANG_FRAM,MACHINE LEARNING
222,2024-06-28,Lab helping guide,S_SKILL,LAB HELPING GUIDE
222,2024-06-28,2:2,REQUIREMENT,2:2
222,2024-06-28,Excellent communication skills,S_SKILL,COMMUNICATION
222,2024-06-28,work in a team,S_SKILL,COLLABORATION AND TEAMWORK
223,2024-06-28,COPQ,LANG_FRAM,COPQ
223,2024-06-28,COPQ,REQUIREMENT,COPQ
223,2024-06-28,reducing risks and immerging process threats,H_SKILL,REDUCING RISKS AND IMMERGING PROCESS THREATS
223,2024-06-28,COPQ,REQUIREMENT,COPQ
223,2024-06-28,process risk reduction and measurement process assessments,H_SKILL,PROCESS RISK REDUCTION AND MEASUREMENT PROCESS ASSESSMENTS
223,2024-06-28,analyse results,H_SKILL,ANALYSE RESULTS
223,2024-06-28,audit activity,H_SKILL,AUDIT ACTIVITY
223,2024-06-28,Carry out reviews,H_SKILL,CARRY OUT REVIEWS
223,2024-06-28,Active involvement in shopfloor training,H_SKILL,ACTIVE INVOLVEMENT IN SHOPFLOOR TRAINING
223,2024-06-28,Active involvement,H_SKILL,ACTIVE INVOLVEMENT
224,2024-06-28,build expertise,H_SKILL,BUILD EXPERTISE
224,2024-06-28,identifying improvements,H_SKILL,IDENTIFYING IMPROVEMENTS
224,2024-06-28,written and verbal communications skills,S_SKILL,COMMUNICATION
224,2024-06-28,motivated,S_SKILL,DRIVEN AND MOTIVATED
224,2024-06-28,MS Office,LANG_FRAM,MS OFFICE
224,2024-06-28,Innovative,S_SKILL,INNOVATIVE
225,2024-06-28,"using approved engineering techniques, procedures and criteria",H_SKILL,"USING APPROVED ENGINEERING TECHNIQUES, PROCEDURES AND CRITERIA"
225,2024-06-28,providing adequate information,S_SKILL,PROVIDING ADEQUATE INFORMATION
225,2024-06-28,preparation of technical and non-technical reports,S_SKILL,PREPARATION OF TECHNICAL AND NON-TECHNICAL REPORTS
225,2024-06-28,communicated effectively,S_SKILL,COMMUNICATION
225,2024-06-28,CEng,REQUIREMENT,CENG
225,2024-06-28,IEng,REQUIREMENT,IENG
226,2024-06-28,MBSE,H_SKILL,MBSE
226,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
226,2024-06-28,CATIA,LANG_FRAM,CATIA
226,2024-06-28,Develop,H_SKILL,DEVELOPMENT
226,2024-06-28,Provide technical support,H_SKILL,TECHNICAL SUPPORT
226,2024-06-28,develop appropriate models,H_SKILL,DEVELOP APPROPRIATE MODELS
226,2024-06-28,MBSE and related technologies,H_SKILL,MBSE AND RELATED TECHNOLOGIES
226,2024-06-28,Create and maintain technical documentation,H_SKILL,CREATE AND MAINTAIN TECHNICAL DOCUMENTATION
226,2024-06-28,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
226,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
226,2024-06-28,architecture modeling,H_SKILL,ARCHITECTURE MODELING
226,2024-06-28,MBSE modelling,H_SKILL,MBSE MODELLING
226,2024-06-28,CATIA Magic preferred,LANG_FRAM,CATIA MAGIC PREFERRED
226,2024-06-28,DODAF,REQUIREMENT,DODAF
226,2024-06-28,communication,S_SKILL,COMMUNICATION
226,2024-06-28,presentation skills,S_SKILL,PRESENTATION SKILLS
226,2024-06-28,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
226,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
226,2024-06-28,solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
226,2024-06-28,work independently,S_SKILL,INDEPENDENT WORKING
226,2024-06-28,manage multiple projects,S_SKILL,MANAGE MULTIPLE PROJECTS
226,2024-06-28,work with cutting-edge technology,S_SKILL,WORK WITH CUTTING-EDGE TECHNOLOGY
226,2024-06-28,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
226,2024-06-28,Continuous learning,S_SKILL,WILLING TO LEARN
227,2024-06-28,create clean energy and fresh water,H_SKILL,CREATE CLEAN ENERGY AND FRESH WATER
227,2024-06-28,processes modelling,H_SKILL,PROCESSES MODELLING
227,2024-06-28,Collection and collation of input,H_SKILL,COLLECTION AND COLLATION OF INPUT
227,2024-06-28,processing data,H_SKILL,PROCESSING DATA
227,2024-06-28,hydrodynamic modelling,H_SKILL,HYDRODYNAMIC MODELLING
227,2024-06-28,wave modelling,H_SKILL,WAVE MODELLING
227,2024-06-28,dispersion & dilution modelling,H_SKILL,DISPERSION & DILUTION MODELLING
227,2024-06-28,Provide judgment and advice,S_SKILL,PROVIDE JUDGMENT AND ADVICE
227,2024-06-28,Preparation of,S_SKILL,PREPARATION OF
227,2024-06-28,reports and presentations,S_SKILL,REPORTS AND PRESENTATIONS
227,2024-06-28,Commercial and technical management,H_SKILL,COMMERCIAL AND TECHNICAL MANAGEMENT
227,2024-06-28,Enthusiastic,S_SKILL,PASSION AND ENTHUSIASM
227,2024-06-28,personable,S_SKILL,PERSONABLE
227,2024-06-28,data analysis,H_SKILL,DATA ANALYSIS
227,2024-06-28,MSc,REQUIREMENT,MASTER'S
227,2024-06-28,PhD,REQUIREMENT,PHD
227,2024-06-28,numerical modelling,H_SKILL,NUMERICAL MODELLING
227,2024-06-28,numerical modelling,H_SKILL,NUMERICAL MODELLING
227,2024-06-28,statistical analysis,H_SKILL,STATISTICAL ANALYSIS
227,2024-06-28,coastal and river studies,H_SKILL,COASTAL AND RIVER STUDIES
227,2024-06-28,Python,LANG_FRAM,PYTHON
227,2024-06-28,R,LANG_FRAM,R
227,2024-06-28,Ability in mainstream GIS software,H_SKILL,ABILITY IN MAINSTREAM GIS SOFTWARE
227,2024-06-28,Python,LANG_FRAM,PYTHON
227,2024-06-28,R,LANG_FRAM,R
227,2024-06-28,strong technical ability,H_SKILL,STRONG TECHNICAL ABILITY
227,2024-06-28,data analysis,H_SKILL,DATA ANALYSIS
227,2024-06-28,Collaborative,S_SKILL,COLLABORATION AND TEAMWORK
227,2024-06-28,Dynamic,REQUIREMENT,DYNAMIC
228,2024-06-28,assisting clients,S_SKILL,ASSISTING CLIENTS
228,2024-06-28,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
228,2024-06-28,find the best technical solutions,S_SKILL,FIND THE BEST TECHNICAL SOLUTIONS
228,2024-06-28,Revit,LANG_FRAM,REVIT
228,2024-06-28,degree,REQUIREMENT,DEGREE
228,2024-06-28,Excel,LANG_FRAM,EXCEL
228,2024-06-28,teamwork,S_SKILL,COLLABORATION AND TEAMWORK
228,2024-06-28,written and verbal communication,S_SKILL,COMMUNICATION
228,2024-06-28,organisational,S_SKILL,ORGANISATIONAL
228,2024-06-28,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
228,2024-06-28,time management,S_SKILL,TIME MANAGEMENT
228,2024-06-28,Collaborative,S_SKILL,COLLABORATION AND TEAMWORK
228,2024-06-28,Dynamic,REQUIREMENT,DYNAMIC
229,2024-06-28,part of a team,S_SKILL,COLLABORATION AND TEAMWORK
229,2024-06-28,Cost modelling,H_SKILL,COST MODELLING
229,2024-06-28,guide your development,S_SKILL,GUIDE YOUR DEVELOPMENT
229,2024-06-28,maintains close relationships,S_SKILL,MAINTAINS CLOSE RELATIONSHIPS
229,2024-06-28,interpersonal skills,S_SKILL,INTERPERSONAL SKILLS
229,2024-06-28,Bachelor’s,REQUIREMENT,BACHELOR'S
229,2024-06-28,Master’s degree,REQUIREMENT,MASTER'S
229,2024-06-28,2:1,REQUIREMENT,2:1
229,2024-06-28,Effective decision making,S_SKILL,EFFECTIVE DECISION MAKING
229,2024-06-28,verbal and written communication,S_SKILL,COMMUNICATION
229,2024-06-28,Proactive,S_SKILL,PROACTIVE
229,2024-06-28,work in a team,S_SKILL,COLLABORATION AND TEAMWORK
229,2024-06-28,organisation skills,S_SKILL,ORGANISATION SKILLS
229,2024-06-28,manage multiple tasks,S_SKILL,MANAGE MULTIPLE TASKS
229,2024-06-28,willingness to ask for help,S_SKILL,WILLINGNESS TO ASK FOR HELP
229,2024-06-28,safe,S_SKILL,SAFE
229,2024-06-28,respectful,S_SKILL,RESPECTFUL
230,2024-06-28,part of a team,S_SKILL,COLLABORATION AND TEAMWORK
230,2024-06-28,building pathology surveys,H_SKILL,BUILDING PATHOLOGY SURVEYS
230,2024-06-28,Design and specification Detailed drawings,H_SKILL,DESIGN AND SPECIFICATION DETAILED DRAWINGS
230,2024-06-28,guide your development,S_SKILL,GUIDE YOUR DEVELOPMENT
230,2024-06-28,Bachelor’s,REQUIREMENT,BACHELOR'S
230,2024-06-28,Master’s degree,REQUIREMENT,MASTER'S
230,2024-06-28,2.1,REQUIREMENT,2:1
230,2024-06-28,Effective decision making,S_SKILL,EFFECTIVE DECISION MAKING
230,2024-06-28,verbal and written communication,S_SKILL,COMMUNICATION
230,2024-06-28,Proactive,S_SKILL,PROACTIVE
230,2024-06-28,work in a team,S_SKILL,COLLABORATION AND TEAMWORK
230,2024-06-28,organisation skills,S_SKILL,ORGANISATION SKILLS
230,2024-06-28,manage multiple tasks,S_SKILL,MANAGE MULTIPLE TASKS
230,2024-06-28,willingness to ask for help,S_SKILL,WILLINGNESS TO ASK FOR HELP
230,2024-06-28,safe,S_SKILL,SAFE
230,2024-06-28,respectful,S_SKILL,RESPECTFUL
231,2024-06-28,technical expertise,H_SKILL,TECHNICAL EXPERTISE
231,2024-06-28,safe,S_SKILL,SAFE
231,2024-06-28,respectful,S_SKILL,RESPECTFUL
231,2024-06-28,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
231,2024-06-28,part of a team,S_SKILL,COLLABORATION AND TEAMWORK
231,2024-06-28,Cost modelling,H_SKILL,COST MODELLING
231,2024-06-28,Bachelor’s,REQUIREMENT,BACHELOR'S
231,2024-06-28,Master’s degree,REQUIREMENT,MASTER'S
231,2024-06-28,2:1,REQUIREMENT,2:1
231,2024-06-28,Enthusiastic,S_SKILL,PASSION AND ENTHUSIASM
231,2024-06-28,ambition,S_SKILL,AMBITION
231,2024-06-28,drive. Basic computer skills,S_SKILL,DRIVE. BASIC COMPUTER SKILLS
231,2024-06-28,Word,LANG_FRAM,WORD
231,2024-06-28,Excel,LANG_FRAM,EXCEL
231,2024-06-28,Communicate effectively,S_SKILL,COMMUNICATION
231,2024-06-28,work independently,S_SKILL,INDEPENDENT WORKING
231,2024-06-28,safe,S_SKILL,SAFE
231,2024-06-28,respectful,S_SKILL,RESPECTFUL
232,2024-06-28,part of a team,S_SKILL,COLLABORATION AND TEAMWORK
232,2024-06-28,Cost modelling,H_SKILL,COST MODELLING
232,2024-06-28,guide your development,S_SKILL,GUIDE YOUR DEVELOPMENT
232,2024-06-28,maintains close relationships,S_SKILL,MAINTAINS CLOSE RELATIONSHIPS
232,2024-06-28,interpersonal skills,S_SKILL,INTERPERSONAL SKILLS
232,2024-06-28,Bachelor’s,REQUIREMENT,BACHELOR'S
232,2024-06-28,Master’s degree,REQUIREMENT,MASTER'S
232,2024-06-28,2:1,REQUIREMENT,2:1
232,2024-06-28,Effective decision making,S_SKILL,EFFECTIVE DECISION MAKING
232,2024-06-28,verbal and written communication,S_SKILL,COMMUNICATION
232,2024-06-28,Proactive,S_SKILL,PROACTIVE
232,2024-06-28,work in a team,S_SKILL,COLLABORATION AND TEAMWORK
232,2024-06-28,organisation skills,S_SKILL,ORGANISATION SKILLS
232,2024-06-28,manage multiple tasks,S_SKILL,MANAGE MULTIPLE TASKS
232,2024-06-28,willingness to ask for help,S_SKILL,WILLINGNESS TO ASK FOR HELP
232,2024-06-28,safe,S_SKILL,SAFE
232,2024-06-28,respectful,S_SKILL,RESPECTFUL
233,2024-06-28,excellent customer service,S_SKILL,EXCELLENT CUSTOMER SERVICE
233,2024-06-28,customer service,S_SKILL,CUSTOMER SERVICE
233,2024-06-28,knowledge of current reporting systems,H_SKILL,KNOWLEDGE OF CURRENT REPORTING SYSTEMS
233,2024-06-28,build relationships,S_SKILL,BUILD RELATIONSHIPS
233,2024-06-28,handling,S_SKILL,HANDLING
233,2024-06-28,managing customer complaints,S_SKILL,MANAGING CUSTOMER COMPLAINTS
233,2024-06-28,Commended as a workplace for 55+,S_SKILL,COMMENDED AS A WORKPLACE FOR 55+
233,2024-06-28,enjoy working at Veolia. We want,S_SKILL,ENJOY WORKING AT VEOLIA. WE WANT
234,2024-06-28,communication skills,S_SKILL,COMMUNICATION
234,2024-06-28,building relationships,S_SKILL,BUILDING RELATIONSHIPS
234,2024-06-28,data analysis,H_SKILL,DATA ANALYSIS
234,2024-06-28,analyse large volumes,H_SKILL,ANALYSE LARGE VOLUMES
234,2024-06-28,proactive,S_SKILL,PROACTIVE
234,2024-06-28,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
