,time_period,new_ent,type,count,proportion_perc,perc_change
1607,2024,DEEP UNDERSTANDING OF THE FULL CAPABILITIES,H_SKILL,1,0.004148861137617724,0.0
1608,2024,DEEP UNDERSTANDING OF THE INVESTMENT LANDSCAPE,H_SKILL,1,0.004148861137617724,0.0
1609,2024,DEEP UNDERSTANDING OF THE SERVICENOW PLATFORM,H_SKILL,1,0.004148861137617724,0.0
1610,2024,DEEP UNDERSTANDING OF THE TECHNOLOGY STACK,H_SKILL,1,0.004148861137617724,0.0
1611,2024,DEEP UNDERSTANDING OF WEB TECHNOLOGIES,H_SKILL,1,0.004148861137617724,0.0
1612,2024,DEEPER SCIENTIFIC UNDERSTANDING,H_SKILL,1,0.004148861137617724,0.0
1613,2024,DEFEAT SOPHISTICATED THREATS,H_SKILL,4,0.016595444550470895,0.0
1614,2024,DEFECT FIXES,H_SKILL,1,0.004148861137617724,0.0
1615,2024,DEFECT INVESTIGATION AND RESOLUTION,H_SKILL,1,0.004148861137617724,0.0
1616,2024,DEFECT MANAGEMENT,H_SKILL,1,0.004148861137617724,0.0
1617,2024,DEFECT MANAGEMENT PROCESS,H_SKILL,1,0.004148861137617724,0.0
1618,2024,DEFECT MANAGEMENT TOOL,H_SKILL,1,0.004148861137617724,0.0
1619,2024,"DEFECT REPORTING, AND DOCUMENTATION",H_SKILL,1,0.004148861137617724,0.0
1620,2024,DEFECT TRACKING SYSTEM,H_SKILL,1,0.004148861137617724,0.0
1621,2024,DEFECT TRACKING TOOLS,H_SKILL,2,0.008297722275235448,0.0
1622,2024,DEFENCE/AEROSPACE STANDARDS,H_SKILL,1,0.004148861137617724,0.0
1623,2024,DEFI,LANG_FRAM,1,0.004148861137617724,0.0
1624,2024,DEFINE ANALYSIS APPROACH,H_SKILL,1,0.004148861137617724,0.0
1625,2024,DEFINE AND DELIVER CALIBRATION,H_SKILL,1,0.004148861137617724,0.0
1626,2024,DEFINE AND DESIGN THE SOFTWARE ARCHITECTURE,H_SKILL,1,0.004148861137617724,0.0
1627,2024,DEFINE AND DOCUMENT SYSTEM REQUIREMENTS,H_SKILL,1,0.004148861137617724,0.0
1628,2024,DEFINE AND IMPLEMENT,H_SKILL,1,0.004148861137617724,0.0
1629,2024,DEFINE AND IMPLEMENT CORE REQUIREMENTS,H_SKILL,1,0.004148861137617724,0.0
1630,2024,DEFINE AND IMPLEMENT OUR ANALYTICS AND EXPERIMENTATION ARCHITECTURE,H_SKILL,1,0.004148861137617724,0.0
1631,2024,DEFINE AND LEAD,H_SKILL,1,0.004148861137617724,0.0
1632,2024,DEFINE AND LEAD THE APPROPRIATE END,H_SKILL,1,0.004148861137617724,0.0
1633,2024,DEFINE AND LEAD THE LOCATION TECHNOLOGY,H_SKILL,1,0.004148861137617724,0.0
1634,2024,DEFINE AND MANAGE PROBLEM RESOLUTION PLANS,H_SKILL,1,0.004148861137617724,0.0
1635,2024,DEFINE AND MANAGE SLA FOR DATA SETS,H_SKILL,1,0.004148861137617724,0.0
1636,2024,DEFINE AND PRIORITISE FRONT-END DEVELOPMENT PROJECTS,H_SKILL,1,0.004148861137617724,0.0
1637,2024,DEFINE AND PRIORITISE REQUIREMENTS,H_SKILL,1,0.004148861137617724,0.0
1638,2024,DEFINE AND PRIORITIZE PRODUCT FEATURES,H_SKILL,2,0.008297722275235448,0.0
1639,2024,DEFINE AND REFINE PROJECT REQUIREMENTS,H_SKILL,1,0.004148861137617724,0.0
1640,2024,DEFINE AND REFINE USER PERSONAS,H_SKILL,1,0.004148861137617724,0.0
1641,2024,DEFINE AND WRITE CODE,H_SKILL,1,0.004148861137617724,0.0
1642,2024,DEFINE BEST PRACTICES,H_SKILL,1,0.004148861137617724,0.0
1643,2024,DEFINE CLEAR GOALS FOR ALL ASPECTS,H_SKILL,1,0.004148861137617724,0.0
1644,2024,DEFINE CUSTOMER NEEDS,H_SKILL,1,0.004148861137617724,0.0
1645,2024,DEFINE DATA OWNERSHIP,H_SKILL,1,0.004148861137617724,0.0
1646,2024,DEFINE END TO END TEST SCENARIOS,H_SKILL,1,0.004148861137617724,0.0
1647,2024,DEFINE FEATURE SPECIFICATIONS,H_SKILL,1,0.004148861137617724,0.0
1648,2024,DEFINE FUNCTIONAL SPECIFICATIONS,H_SKILL,1,0.004148861137617724,0.0
1649,2024,DEFINE INVENTORY TRACKING METHODOLOGY,H_SKILL,1,0.004148861137617724,0.0
1650,2024,DEFINE PRODUCT VISION AND STRATEGY -,H_SKILL,1,0.004148861137617724,0.0
1651,2024,DEFINE REQUIREMENTS FOR CORE BUSINESS SYSTEMS,H_SKILL,1,0.004148861137617724,0.0
1652,2024,DEFINE SOFTWARE ARCHITECTURE,H_SKILL,1,0.004148861137617724,0.0
1653,2024,DEFINE SYSTEM / TECHNOLOGY REQUIREMENTS,H_SKILL,2,0.008297722275235448,0.0
1654,2024,DEFINE SYSTEM/TECHNOLOGY REQUIREMENTS,H_SKILL,2,0.008297722275235448,0.0
1655,2024,DEFINE TECHNOLOGY STRATEGIES,H_SKILL,2,0.008297722275235448,0.0
1656,2024,"DEFINE TEST OBJECTIVES, SCOPE, AND TIMELINES",H_SKILL,1,0.004148861137617724,0.0
1657,2024,DEFINE THE VIDEO OPTIMIZATION,H_SKILL,1,0.004148861137617724,0.0
1658,2024,DEFINE THE VISION FOR BUILDING META-SCALE,H_SKILL,1,0.004148861137617724,0.0
1659,2024,DEFINE USER WORKFLOWS,H_SKILL,2,0.008297722275235448,0.0
1660,2024,DEFINE WINNING BUSINESS MODELS,H_SKILL,1,0.004148861137617724,0.0
1661,2024,"DEFINE, BUILD AND ROLL-",H_SKILL,1,0.004148861137617724,0.0
1662,2024,"DEFINE, DESIGN, AND LAUNCH NEW FEATURES",H_SKILL,1,0.004148861137617724,0.0
1663,2024,"DEFINE, DESIGN, AND SHIP NEW FEATURES",H_SKILL,2,0.008297722275235448,0.0
1664,2024,"DEFINE, DESIGN, AND SHIP NEW FEATURES-",H_SKILL,1,0.004148861137617724,0.0
1665,2024,"DEFINE, DEVELOP, AND SUPPORT THE GTS LANDSCAPE",H_SKILL,1,0.004148861137617724,0.0
1666,2024,"DEFINE, IMPLEMENT, AND REVIEW DFT FEATURES",H_SKILL,1,0.004148861137617724,0.0
1667,2024,DEFINED MACHINE LEARNING PROBLEMS,H_SKILL,1,0.004148861137617724,0.0
1668,2024,DEFINING AND DOCUMENTING OPERATING PROCEDURES,H_SKILL,1,0.004148861137617724,0.0
1669,2024,DEFINING AND IMPLEMENTING,H_SKILL,1,0.004148861137617724,0.0
1670,2024,DEFINING NEW FEATURES,H_SKILL,1,0.004148861137617724,0.0
1671,2024,DEFINING SEMANTIC DATA MODELS,H_SKILL,1,0.004148861137617724,0.0
1672,2024,DEFINING TARGET ARCHITECTURES,S_SKILL,1,0.004148861137617724,0.0
1673,2024,DEFINING TECHNICAL ANALYTICS,H_SKILL,1,0.004148861137617724,0.0
1674,2024,DEFINING TECHNOLOGY,H_SKILL,1,0.004148861137617724,0.0
1675,2024,DEFINING TEST SCENARIOS,H_SKILL,1,0.004148861137617724,0.0
1676,2024,DEFINING THE VERIFICATION AND VALIDATION APPROACH,H_SKILL,5,0.020744305688088622,0.0
1677,2024,DEFINING YOUR OWN PRIORITIES,S_SKILL,1,0.004148861137617724,0.0
1678,2024,DEGREE,H_SKILL,2,0.008297722275235448,0.0
1679,2024,DEGREE,REQUIREMENT,150,0.6223291706426586,0.0
1680,2024,DEGREE LEVEL,REQUIREMENT,1,0.004148861137617724,0.0
1681,2024,DELIBERATION GREAT,S_SKILL,1,0.004148861137617724,0.0
1682,2024,DELIVER,H_SKILL,1,0.004148861137617724,0.0
1683,2024,DELIVER ACTIONABLE,H_SKILL,1,0.004148861137617724,0.0
1684,2024,DELIVER ACTIONABLE INSIGHTS,H_SKILL,1,0.004148861137617724,0.0
1685,2024,"DELIVER CLEAN, WELL-",H_SKILL,1,0.004148861137617724,0.0
1686,2024,DELIVER CLEAR AND ARTICULATE INFORMATION,S_SKILL,1,0.004148861137617724,0.0
1687,2024,DELIVER CUTTING-EDGE INVESTMENT COMPLIANCE,H_SKILL,1,0.004148861137617724,0.0
1688,2024,DELIVER DESIRED OUTCOMES. SUPPORT DEPLOYMENTS AND DEVELOPMENT AND OF OUR TECHNICAL/SOFTWARE TOOLS AND SOLUTIONS,H_SKILL,1,0.004148861137617724,0.0
1689,2024,DELIVER FUNCTIONALITY,H_SKILL,1,0.004148861137617724,0.0
1690,2024,DELIVER SCALABLE INTEGRATION SOLUTIONS,H_SKILL,2,0.008297722275235448,0.0
1691,2024,DELIVER TECHNICAL AND COSTING ASPECTS,H_SKILL,1,0.004148861137617724,0.0
1692,2024,DELIVER TIMELY AND ACCURATE INSIGHTS,H_SKILL,1,0.004148861137617724,0.0
1693,2024,DELIVER TRAINING SESSIONS,H_SKILL,1,0.004148861137617724,0.0
1694,2024,DELIVER WORKING SOFTWARE IN LINE WITH AGREED QUALITY,H_SKILL,1,0.004148861137617724,0.0
1695,2024,DELIVERED ON-,S_SKILL,1,0.004148861137617724,0.0
1696,2024,DELIVERING ACTIONABLE INSIGHTS,H_SKILL,2,0.008297722275235448,0.0
1697,2024,DELIVERING COMPLEX TASKS TO TIGHT DEADLINES,S_SKILL,1,0.004148861137617724,0.0
1698,2024,DELIVERING RESULTS,S_SKILL,1,0.004148861137617724,0.0
1699,2024,DEMONSTRATABLE DATA ANALYTICS,H_SKILL,1,0.004148861137617724,0.0
1700,2024,DEMONSTRATABLE EXPERIENCE IN,H_SKILL,1,0.004148861137617724,0.0
1701,2024,DEMONSTRATABLE UNDERSTANDING OF KEY,H_SKILL,1,0.004148861137617724,0.0
1702,2024,DEMONSTRATE,S_SKILL,1,0.004148861137617724,0.0
1703,2024,DEMONSTRATED EXPERTISE,H_SKILL,1,0.004148861137617724,0.0
1704,2024,DEMONSTRATING CORE PROJECT AND PEOPLE MANAGEMENT SKILLS,S_SKILL,1,0.004148861137617724,0.0
1705,2024,DEPLOY,LANG_FRAM,1,0.004148861137617724,0.0
1706,2024,DEPLOYING,S_SKILL,2,0.008297722275235448,0.0
1707,2024,DEPLOYING CODE,H_SKILL,1,0.004148861137617724,0.0
1708,2024,DEPLOYING FEATURES,H_SKILL,1,0.004148861137617724,0.0
1709,2024,DEPLOYING FULL-STACK,H_SKILL,1,0.004148861137617724,0.0
1710,2024,DEPLOYING MACHINE-LEARNING ALGORITHMS,H_SKILL,2,0.008297722275235448,0.0
1711,2024,DEPLOYING MODELS,H_SKILL,1,0.004148861137617724,0.0
1712,2024,"DEPLOYING SCALABLE, MODERN, WEB APPLICATIONS",H_SKILL,1,0.004148861137617724,0.0
1713,2024,DEPLOYING THE PROCESSES INTO PROJECTS,H_SKILL,1,0.004148861137617724,0.0
1714,2024,DEPLOYMENT,H_SKILL,123,0.51030991992698,0.0
1715,2024,DEPLOYMENT AUTOMATION,H_SKILL,1,0.004148861137617724,0.0
1716,2024,DEPLOYMENT BEST PRACTICES,H_SKILL,1,0.004148861137617724,0.0
1717,2024,DEPLOYMENT MANAGEMENT,H_SKILL,1,0.004148861137617724,0.0
1718,2024,DEPLOYMENT METHODOLOGIES FOR MULTI-,H_SKILL,1,0.004148861137617724,0.0
1719,2024,DEPLOYMENT OF NEW INFORMATION SYSTEMS AND SERVICES,H_SKILL,1,0.004148861137617724,0.0
1720,2024,DEPLOYMENT OF OPERATING SYSTEMS AND STANDARD SOFTWARE FOR LAPTOPS AND DESKTOP COMPUTERS,H_SKILL,1,0.004148861137617724,0.0
1721,2024,DEPMAP,H_SKILL,1,0.004148861137617724,0.0
1722,2024,DEPTH ANALYSIS,H_SKILL,2,0.008297722275235448,0.0
1723,2024,DEPTH EXPERTISE,H_SKILL,1,0.004148861137617724,0.0
1724,2024,DEPTH OF EXPERTISE,H_SKILL,1,0.004148861137617724,0.0
1725,2024,DERIVATION,H_SKILL,1,0.004148861137617724,0.0
1726,2024,DERIVE ACTIONABLE INSIGHTS,H_SKILL,1,0.004148861137617724,0.0
1727,2024,DERIVED DATA,H_SKILL,2,0.008297722275235448,0.0
1728,2024,DESCRIBE TECHNICAL SOLUTIONS,H_SKILL,1,0.004148861137617724,0.0
1729,2024,DESIGN,H_SKILL,6,0.024893166825706345,0.0
1730,2024,DESIGN,S_SKILL,1,0.004148861137617724,0.0
1731,2024,DESIGN & IMPLEMENTATION OF FUNCTIONS TO DETECT/VALIDATE IMAGE ATTRIBUTES,H_SKILL,1,0.004148861137617724,0.0
1732,2024,"DESIGN (PROCESSES, USE CASES",H_SKILL,1,0.004148861137617724,0.0
1733,2024,DESIGN / DEVELOP SOLUTIONS,H_SKILL,1,0.004148861137617724,0.0
1734,2024,DESIGN AND BUILD ADVANCED APPLICATIONS,H_SKILL,1,0.004148861137617724,0.0
1735,2024,DESIGN AND BUILD COMPLEX CORE,H_SKILL,1,0.004148861137617724,0.0
1736,2024,DESIGN AND DELIVER HUMINT,H_SKILL,1,0.004148861137617724,0.0
1737,2024,DESIGN AND DELIVER INTERACTIVE,H_SKILL,1,0.004148861137617724,0.0
1738,2024,DESIGN AND DELIVER TRUSTED MARKET,H_SKILL,1,0.004148861137617724,0.0
1739,2024,DESIGN AND DEVELOP A MOBILE APPLICATION,H_SKILL,1,0.004148861137617724,0.0
1740,2024,DESIGN AND DEVELOP CUSTOM APPLICATIONS,H_SKILL,1,0.004148861137617724,0.0
1741,2024,DESIGN AND DEVELOP DATA SOLUTIONS,H_SKILL,1,0.004148861137617724,0.0
1742,2024,DESIGN AND DEVELOP EMBEDDED SYSTEMS FOR SAFETY-CRITICAL APPLICATIONS,H_SKILL,1,0.004148861137617724,0.0
1743,2024,DESIGN AND DEVELOP INNOVATIVE SOLUTIONS,H_SKILL,1,0.004148861137617724,0.0
1744,2024,DESIGN AND DEVELOP INTERACTIVE,H_SKILL,1,0.004148861137617724,0.0
1745,2024,DESIGN AND DEVELOP NEW DATA COLLECTION QUERIES,H_SKILL,1,0.004148861137617724,0.0
1746,2024,DESIGN AND DEVELOP RULE ENGINES,H_SKILL,1,0.004148861137617724,0.0
1747,2024,DESIGN AND DEVELOP SECURITY FEATURES,H_SKILL,1,0.004148861137617724,0.0
1748,2024,DESIGN AND DEVELOP SOFTWARE PROGRAMS,H_SKILL,2,0.008297722275235448,0.0
1749,2024,DESIGN AND DEVELOP SOFTWARE SOLUTIONS,H_SKILL,1,0.004148861137617724,0.0
1750,2024,DESIGN AND DEVELOP SOLUTIONS,H_SKILL,1,0.004148861137617724,0.0
1751,2024,DESIGN AND DEVELOP TEST CASES,H_SKILL,1,0.004148861137617724,0.0
1752,2024,"DESIGN AND DEVELOP TEST PLANS, TEST CASES",H_SKILL,1,0.004148861137617724,0.0
1753,2024,DESIGN AND DEVELOPMENT,H_SKILL,1,0.004148861137617724,0.0
1754,2024,DESIGN AND DEVELOPMENT FOR COMPLEX SYSTEMS,H_SKILL,1,0.004148861137617724,0.0
1755,2024,DESIGN AND DEVELOPMENT OF AVIONICS SYSTEMS,H_SKILL,1,0.004148861137617724,0.0
1756,2024,DESIGN AND DEVELOPMENT OF NEW SUPPORT SOLUTIONS AND SERVICES,H_SKILL,1,0.004148861137617724,0.0
1757,2024,DESIGN AND DEVELOPMENT OF USER,H_SKILL,1,0.004148861137617724,0.0
1758,2024,DESIGN AND EXECUTE A/B TESTS,H_SKILL,2,0.008297722275235448,0.0
1759,2024,DESIGN AND EXECUTE REGRESSION TESTS,H_SKILL,1,0.004148861137617724,0.0
1760,2024,DESIGN AND IMPLEMENT CONTROL ALGORITHMS,H_SKILL,1,0.004148861137617724,0.0
1761,2024,DESIGN AND IMPLEMENT CREATIVE AND EFFECTIVE,H_SKILL,1,0.004148861137617724,0.0
1762,2024,DESIGN AND IMPLEMENT DATA,H_SKILL,1,0.004148861137617724,0.0
1763,2024,DESIGN AND IMPLEMENT EFFECTIVE DATA,H_SKILL,1,0.004148861137617724,0.0
1764,2024,DESIGN AND IMPLEMENT PERFORMANCE OPTIMIZATIONS,H_SKILL,2,0.008297722275235448,0.0
1765,2024,DESIGN AND IMPLEMENT RESTFUL,H_SKILL,1,0.004148861137617724,0.0
1766,2024,DESIGN AND IMPLEMENT ROBUST TEST AUTOMATION FRAMEWORKS,H_SKILL,1,0.004148861137617724,0.0
1767,2024,DESIGN AND IMPLEMENT SOLUTIONS,H_SKILL,1,0.004148861137617724,0.0
1768,2024,DESIGN AND IMPLEMENT SOPHISTICATED AUTOMATION AND MONITORING TO ENSURE HIGH AVAILABILITY,H_SKILL,1,0.004148861137617724,0.0
1769,2024,DESIGN AND IMPLEMENT TESTS,H_SKILL,1,0.004148861137617724,0.0
1770,2024,DESIGN AND IMPLEMENT TRADING INFRASTRUCTURE,H_SKILL,1,0.004148861137617724,0.0
1771,2024,"DESIGN AND IMPLEMENTATION, SUPPORT AND MAINTENANCE OF THE BANK’S APPLICATIONS",H_SKILL,1,0.004148861137617724,0.0
1772,2024,DESIGN AND OPTIMIZE,H_SKILL,1,0.004148861137617724,0.0
1773,2024,DESIGN AND PROTOTYPE ALGORITHMS,H_SKILL,1,0.004148861137617724,0.0
1774,2024,DESIGN AND SPECIFICATION DETAILED DRAWINGS,H_SKILL,1,0.004148861137617724,0.0
1775,2024,DESIGN AND TEST,H_SKILL,1,0.004148861137617724,0.0
1776,2024,DESIGN CAUSAL INFERENCE ANALYSIS,S_SKILL,1,0.004148861137617724,0.0
1777,2024,DESIGN CODE,H_SKILL,1,0.004148861137617724,0.0
1778,2024,DESIGN CUTTING EDGE WIRELESS PRODUCTS,H_SKILL,1,0.004148861137617724,0.0
1779,2024,DESIGN ENGINEERING,H_SKILL,2,0.008297722275235448,0.0
1780,2024,DESIGN LOGICAL DATA MODELS,H_SKILL,1,0.004148861137617724,0.0
1781,2024,DESIGN MODULAR CODE ARCHITECTURE,H_SKILL,1,0.004148861137617724,0.0
1782,2024,DESIGN MODULE,H_SKILL,1,0.004148861137617724,0.0
1783,2024,DESIGN OR SYSTEMS ENGINEERING EXPERIENCE,H_SKILL,1,0.004148861137617724,0.0
1784,2024,DESIGN PRINCIPLES,H_SKILL,2,0.008297722275235448,0.0
1785,2024,DESIGN PROCESS,H_SKILL,1,0.004148861137617724,0.0
1786,2024,DESIGN REVIEWS,H_SKILL,4,0.016595444550470895,0.0
1787,2024,DESIGN SPRINTS,H_SKILL,1,0.004148861137617724,0.0
1788,2024,DESIGN TEST PLANS AND ANALYZE FUNCTIONAL,H_SKILL,1,0.004148861137617724,0.0
1789,2024,DESIGN THE TECHNICAL FLOW OF THE APPLICATION EFFICIENTLY,H_SKILL,1,0.004148861137617724,0.0
1790,2024,"DESIGN THINKING, UML",H_SKILL,1,0.004148861137617724,0.0
1791,2024,DESIGN TOOLKITS,H_SKILL,1,0.004148861137617724,0.0
1792,2024,"DESIGN, CODE, VERIFY, TEST, DOCUMENT, AMEND AND REFACTORS COMPLEX PROGRAMMES/SCRIPTS",H_SKILL,1,0.004148861137617724,0.0
1793,2024,"DESIGN, DELIVER AND EVALUATE NOVEL",H_SKILL,1,0.004148861137617724,0.0
1794,2024,"DESIGN, DELIVER AND MANAGE THE DEVELOPMENT",H_SKILL,1,0.004148861137617724,0.0
1795,2024,"DESIGN, DEPLOY AND OPERATE META’S MULTI",H_SKILL,1,0.004148861137617724,0.0
1796,2024,"DESIGN, DEPLOY, AND MANAGE",H_SKILL,1,0.004148861137617724,0.0
1797,2024,"DESIGN, DEVELOP AND DEPLOY A RANGE OF COMPLEX SOFTWARE SOLUTIONS",H_SKILL,1,0.004148861137617724,0.0
1798,2024,"DESIGN, DEVELOP AND IMPLEMENT ADVANCED DEEP",H_SKILL,1,0.004148861137617724,0.0
1799,2024,"DESIGN, DEVELOP AND IMPLEMENT NEW IT SOLUTIONS",H_SKILL,2,0.008297722275235448,0.0
1800,2024,"DESIGN, DEVELOP AND MAINTAIN FAST JETS AND UNMANNED AIR SYSTEMS",H_SKILL,1,0.004148861137617724,0.0
1801,2024,"DESIGN, DEVELOP AND MAINTAIN SOFTWARE",H_SKILL,1,0.004148861137617724,0.0
1802,2024,"DESIGN, DEVELOP AND TEST EMBEDDED SOFTWARE",H_SKILL,1,0.004148861137617724,0.0
1803,2024,"DESIGN, DEVELOP, AND DELIVER SOFTWARE SOLUTIONS",H_SKILL,1,0.004148861137617724,0.0
1804,2024,"DESIGN, DEVELOP, AND DEPLOY COMPLEX SYSTEMS",H_SKILL,1,0.004148861137617724,0.0
1805,2024,"DESIGN, DEVELOP, AND DEPLOY END-",H_SKILL,1,0.004148861137617724,0.0
1806,2024,"DESIGN, DEVELOP, AND IMPLEMENT CONTROL AND SAFETY SYSTEMS",H_SKILL,1,0.004148861137617724,0.0
1807,2024,"DESIGN, DEVELOP, AND IMPLEMENT SECURE, SCALABLE, AND RELIABLE MICRO-SERVICES",H_SKILL,1,0.004148861137617724,0.0
1808,2024,"DESIGN, DEVELOP, AND IMPLEMENT SOLUTIONS",H_SKILL,1,0.004148861137617724,0.0
1809,2024,"DESIGN, DEVELOP, AND MAINTAIN",H_SKILL,1,0.004148861137617724,0.0
1810,2024,"DESIGN, DEVELOP, AND MAINTAIN AN INFRASTRUCTURE FOR STREAMING, PROCESSING, AND STORAGE OF DATA",H_SKILL,1,0.004148861137617724,0.0
1811,2024,"DESIGN, DEVELOP, AND MAINTAIN DATA MODELS",H_SKILL,2,0.008297722275235448,0.0
1812,2024,"DESIGN, DEVELOP, AND MAINTAIN EFFICIENT",H_SKILL,1,0.004148861137617724,0.0
1813,2024,"DESIGN, DEVELOP, AND MAINTAIN ROBUST DATA INFRASTRUCTURE",H_SKILL,1,0.004148861137617724,0.0
1814,2024,"DESIGN, DEVELOP, AND MAINTAIN SOFTWARE",H_SKILL,1,0.004148861137617724,0.0
1815,2024,"DESIGN, DEVELOP, AND MAINTAIN TASTY",H_SKILL,1,0.004148861137617724,0.0
1816,2024,"DESIGN, DEVELOP, AND TEST POTENTIAL NEW PRODUCTS",H_SKILL,1,0.004148861137617724,0.0
1817,2024,"DESIGN, DEVELOP, AND UPDATE COURSE MATERIALS",H_SKILL,1,0.004148861137617724,0.0
1818,2024,"DESIGN, DEVELOP, DEPLOY, TRAIN AND GO",H_SKILL,1,0.004148861137617724,0.0
1819,2024,"DESIGN, DEVELOP, MAINTAIN, AND DEPLOY COMPLEX SOLUTIONS",H_SKILL,2,0.008297722275235448,0.0
1820,2024,"DESIGN, DEVELOP, TEST, AND IMPLEMENT SOFTWARE SYSTEMS",H_SKILL,1,0.004148861137617724,0.0
1821,2024,"DESIGN, DEVELOP, TEST, DEPLOY, MAINTAIN, AND ENHANCE SOFTWARE SOLUTIONS",H_SKILL,1,0.004148861137617724,0.0
1822,2024,"DESIGN, DEVELOPMENT AND DELIVERY OF ALL",H_SKILL,1,0.004148861137617724,0.0
1823,2024,"DESIGN, DEVELOPMENT AND DELIVERY OF STUDIES",H_SKILL,1,0.004148861137617724,0.0
1824,2024,"DESIGN, DEVELOPMENT AND DEPLOYMENT OF A NEW BESPOKE SOFTWARE SYSTEM",H_SKILL,1,0.004148861137617724,0.0
1825,2024,"DESIGN, DEVELOPMENT AND IMPLEMENTATION OF SALESFORCE TECHNOLOGY",H_SKILL,1,0.004148861137617724,0.0
1826,2024,"DESIGN, DEVELOPMENT AND MANUFACTURE OF THESE PRODUCTS",H_SKILL,1,0.004148861137617724,0.0
1827,2024,"DESIGN, DEVELOPMENT AND MANUFACTURER OF BESPOKE ROAD RAIL PLANT MACHINERY",H_SKILL,3,0.012446583412853172,0.0
1828,2024,"DESIGN, DEVELOPMENT AND SUPPORT OF HARDWARE EQUIPMENT",H_SKILL,1,0.004148861137617724,0.0
1829,2024,"DESIGN, DEVELOPMENT AND VERIFICATION FOR COMPLEX SOLUTIONS",H_SKILL,1,0.004148861137617724,0.0
1830,2024,"DESIGN, DEVELOPMENT,",H_SKILL,1,0.004148861137617724,0.0
1831,2024,"DESIGN, DEVELOPMENT, AND",H_SKILL,1,0.004148861137617724,0.0
1832,2024,"DESIGN, DEVELOPMENT, AND DELIVERY OF ENGINEERING SOLUTIONS",H_SKILL,1,0.004148861137617724,0.0
1833,2024,"DESIGN, DEVELOPMENT, AND IMPLEMENTATION OF IT SYSTEMS",H_SKILL,1,0.004148861137617724,0.0
1834,2024,"DESIGN, DEVELOPMENT, AND MAINTENANCE OF CUSTOMER",H_SKILL,1,0.004148861137617724,0.0
1835,2024,"DESIGN, DEVELOPMENT, AND VERIFICATION TEAMS",H_SKILL,1,0.004148861137617724,0.0
1836,2024,"DESIGN, DEVELOPMENT, IMPLEMENTATION AND DOCUMENTATION",H_SKILL,1,0.004148861137617724,0.0
1837,2024,"DESIGN, DEVELOPMENT, MODIFICATION, AND MAINTENANCE OF SOFTWARE PRODUCTS",H_SKILL,2,0.008297722275235448,0.0
1838,2024,"DESIGN, DEVELOPMENT, VERIFICATION AND TEST OF AVIONIC SYSTEMS",H_SKILL,1,0.004148861137617724,0.0
1839,2024,"DESIGN, IMPLEMENT AND ANALYZE EXPERIMENTS",H_SKILL,1,0.004148861137617724,0.0
1840,2024,"DESIGN, IMPLEMENT AND MAINTAIN AUDIO PLUGINS",H_SKILL,1,0.004148861137617724,0.0
1841,2024,"DESIGN, IMPLEMENT, AND MAINTAIN A SCALABLE, HIGH-THROUGHPUT BACK",H_SKILL,1,0.004148861137617724,0.0
1842,2024,"DESIGN, IMPLEMENT, AND MAINTAIN THE ORGANISATIONS VOICE INFRASTRUCTURE",H_SKILL,1,0.004148861137617724,0.0
1843,2024,"DESIGN, RUN, AND ANALYZE EXPERIMENTS",H_SKILL,1,0.004148861137617724,0.0
1844,2024,DESIGN/INTEGRATION FOR RIA12 AND EN 50155,H_SKILL,1,0.004148861137617724,0.0
1845,2024,DESIGN/STATISTICAL METHODS,H_SKILL,1,0.004148861137617724,0.0
1846,2024,DESIGNING & MANAGING THESE AUTOMATED SYSTEMS,H_SKILL,2,0.008297722275235448,0.0
1847,2024,DESIGNING ALTERNATE SOLUTIONS OR COUNTERMEASURES,H_SKILL,1,0.004148861137617724,0.0
1848,2024,DESIGNING AND BUILDING BESPOKE SOLUTIONS,H_SKILL,3,0.012446583412853172,0.0
1849,2024,DESIGNING AND BUILDING SCALABLE SERVICES,H_SKILL,1,0.004148861137617724,0.0
1850,2024,DESIGNING AND BUILDING WEB APPLICATIONS,H_SKILL,1,0.004148861137617724,0.0
1851,2024,"DESIGNING AND CREATING ELECTRICAL CIRCUITS, WIRING AND",H_SKILL,2,0.008297722275235448,0.0
1852,2024,DESIGNING AND DEBUGGING DATABASES,H_SKILL,1,0.004148861137617724,0.0
1853,2024,DESIGNING AND DELIVERING HANDS-ON TRAINING,H_SKILL,1,0.004148861137617724,0.0
1854,2024,DESIGNING AND DELIVERING TRAINING,H_SKILL,1,0.004148861137617724,0.0
1855,2024,DESIGNING AND DEPLOYING AN APP FOR PATIENTS,H_SKILL,5,0.020744305688088622,0.0
1856,2024,DESIGNING AND DEVELOPING DATA,H_SKILL,1,0.004148861137617724,0.0
1857,2024,"DESIGNING AND DEVELOPING DATA VISUALISATION TOOLS, DASHBOARDS, AND REPORTS",H_SKILL,1,0.004148861137617724,0.0
1858,2024,DESIGNING AND DEVELOPING HUMAN-,H_SKILL,1,0.004148861137617724,0.0
1859,2024,DESIGNING AND DEVELOPING INNOVATIVE DIGITAL SOLUTIONS,H_SKILL,1,0.004148861137617724,0.0
1860,2024,DESIGNING AND DEVELOPING INNOVATIVE MOBILE APPLICATIONS,H_SKILL,1,0.004148861137617724,0.0
1861,2024,DESIGNING AND DEVELOPING LUMINANCE'S,H_SKILL,1,0.004148861137617724,0.0
